主题,时间,内容摘要,景点,来源URL,数据来源,信任等级,内容分类,entity_id,entity_name
绍兴博物馆最佳游览季,四季皆宜,,绍兴博物馆,comprehensive:seasonal:绍兴博物馆,comprehensive,2,seasonal_event,展馆0119,绍兴博物馆
中国黄酒博物馆最佳游览季,四季皆宜,,中国黄酒博物馆,comprehensive:seasonal:中国黄酒博物馆,comprehensive,2,seasonal_event,展馆0120,中国黄酒博物馆
秋瑾故居最佳游览季,四季皆宜,,秋瑾故居,comprehensive:seasonal:秋瑾故居,comprehensive,2,seasonal_event,景点0014,秋瑾故居
周恩来祖居最佳游览季,四季皆宜,,周恩来祖居,comprehensive:seasonal:周恩来祖居,comprehensive,2,seasonal_event,景点0015,周恩来祖居
蔡元培故居最佳游览季,四季皆宜,,蔡元培故居,comprehensive:seasonal:蔡元培故居,comprehensive,2,seasonal_event,景点0016,蔡元培故居
青藤书屋最佳游览季,四季皆宜,,青藤书屋,comprehensive:seasonal:青藤书屋,comprehensive,2,seasonal_event,景点0017,青藤书屋
鲁迅外婆家最佳游览季,春秋,,鲁迅外婆家,comprehensive:seasonal:鲁迅外婆家,comprehensive,2,seasonal_event,景点0018,鲁迅外婆家
新昌大佛寺最佳游览季,四季皆宜,,新昌大佛寺,comprehensive:seasonal:新昌大佛寺,comprehensive,2,seasonal_event,景点0008,新昌大佛寺·禅意酒店
穿岩十九峰最佳游览季,春秋,,穿岩十九峰,comprehensive:seasonal:穿岩十九峰,comprehensive,2,seasonal_event,景点0010,穿岩十九峰
天姥山最佳游览季,春秋,,天姥山,comprehensive:seasonal:天姥山,comprehensive,2,seasonal_event,景点0019,天姥山
五泄风景区最佳游览季,夏秋,,五泄风景区,comprehensive:seasonal:五泄风景区,comprehensive,2,seasonal_event,景点0009,五泄风景区
西施故里最佳游览季,春秋,,西施故里,comprehensive:seasonal:西施故里,comprehensive,2,seasonal_event,景点0020,西施故里
覆卮山最佳游览季,春,,覆卮山,comprehensive:seasonal:覆卮山,comprehensive,2,seasonal_event,景点0021,覆卮山
曹娥庙最佳游览季,四季皆宜,,曹娥庙,comprehensive:seasonal:曹娥庙,comprehensive,2,seasonal_event,景点0022,曹娥庙
中华孝德园最佳游览季,四季皆宜,,中华孝德园,comprehensive:seasonal:中华孝德园,comprehensive,2,seasonal_event,景点0023,中华孝德园
百丈飞瀑最佳游览季,夏,,百丈飞瀑,comprehensive:seasonal:百丈飞瀑,comprehensive,2,seasonal_event,景点0024,百丈飞瀑
崇仁古镇最佳游览季,四季皆宜,,崇仁古镇,comprehensive:seasonal:崇仁古镇,comprehensive,2,seasonal_event,景点0025,崇仁古镇
会稽山兜率天景区最佳游览季,春秋,,会稽山兜率天景区,comprehensive:seasonal:会稽山兜率天景区,comprehensive,2,seasonal_event,景点0026,会稽山兜率天景区
大香林最佳游览季,秋,,大香林,comprehensive:seasonal:大香林,comprehensive,2,seasonal_event,景点0027,大香林
乔波冰雪世界最佳游览季,四季皆宜,,乔波冰雪世界,comprehensive:seasonal:乔波冰雪世界,comprehensive,2,seasonal_event,景点0028,乔波冰雪世界
越王台最佳游览季,春秋,,越王台,comprehensive:seasonal:越王台,comprehensive,2,seasonal_event,景点0029,越王台
古纤道最佳游览季,春秋,,古纤道,comprehensive:seasonal:古纤道,comprehensive,2,seasonal_event,景点0030,古纤道
宛委山最佳游览季,春,,宛委山,comprehensive:seasonal:宛委山,comprehensive,2,seasonal_event,景点0031,宛委山
吼山最佳游览季,春,,吼山,comprehensive:seasonal:吼山,comprehensive,2,seasonal_event,景点0032,吼山
镜湖国家湿地公园最佳游览季,春秋,,镜湖国家湿地公园,comprehensive:seasonal:镜湖国家湿地公园,comprehensive,2,seasonal_event,景点0033,镜湖国家湿地公园
府山公园最佳游览季,四季皆宜,,府山公园,comprehensive:seasonal:府山公园,comprehensive,2,seasonal_event,景点0034,府山公园
迎恩门水街最佳游览季,四季皆宜,,迎恩门水街,comprehensive:seasonal:迎恩门水街,comprehensive,2,seasonal_event,景点0035,迎恩门水街
塔山公园最佳游览季,四季皆宜,,塔山公园,comprehensive:seasonal:塔山公园,comprehensive,2,seasonal_event,景点0036,塔山公园
蕺山公园最佳游览季,四季皆宜,,蕺山公园,comprehensive:seasonal:蕺山公园,comprehensive,2,seasonal_event,景点0037,蕺山公园
若耶溪最佳游览季,春秋,,若耶溪,comprehensive:seasonal:若耶溪,comprehensive,2,seasonal_event,景点0038,若耶溪
羊山石佛最佳游览季,四季皆宜,,羊山石佛,comprehensive:seasonal:羊山石佛,comprehensive,2,seasonal_event,景点0039,羊山石佛
印山越国王陵最佳游览季,四季皆宜,,印山越国王陵,comprehensive:seasonal:印山越国王陵,comprehensive,2,seasonal_event,景点0040,印山越国王陵
东浦古镇（黄酒小镇）最佳游览季,春秋,,东浦古镇（黄酒小镇）,comprehensive:seasonal:东浦古镇（黄酒小镇）,comprehensive,2,seasonal_event,景点0041,东浦古镇（黄酒小镇）
诸暨千柱屋最佳游览季,四季皆宜,,诸暨千柱屋,comprehensive:seasonal:诸暨千柱屋,comprehensive,2,seasonal_event,景点0042,诸暨千柱屋
嵊州越剧小镇最佳游览季,四季皆宜,,嵊州越剧小镇,comprehensive:seasonal:嵊州越剧小镇,comprehensive,2,seasonal_event,景点0043,嵊州越剧小镇
嵊州温泉城最佳游览季,冬,,嵊州温泉城,comprehensive:seasonal:嵊州温泉城,comprehensive,2,seasonal_event,景点0044,嵊州温泉城
斯宅古村最佳游览季,春秋,,斯宅古村,comprehensive:seasonal:斯宅古村,comprehensive,2,seasonal_event,景点0045,斯宅古村
绍兴科技馆最佳游览季,四季皆宜,,绍兴科技馆,comprehensive:seasonal:绍兴科技馆,comprehensive,2,seasonal_event,展馆0121,绍兴科技馆
绍兴非遗馆最佳游览季,四季皆宜,,绍兴非遗馆,comprehensive:seasonal:绍兴非遗馆,comprehensive,2,seasonal_event,景点0046,绍兴非遗馆
绍兴城市广场最佳游览季,四季皆宜,,绍兴城市广场,comprehensive:seasonal:绍兴城市广场,comprehensive,2,seasonal_event,景点0047,绍兴城市广场
迪荡湖公园最佳游览季,四季皆宜,,迪荡湖公园,comprehensive:seasonal:迪荡湖公园,comprehensive,2,seasonal_event,景点0048,迪荡湖公园
会稽山阳明洞天最佳游览季,春秋,,会稽山阳明洞天,comprehensive:seasonal:会稽山阳明洞天,comprehensive,2,seasonal_event,景点0049,会稽山阳明洞天
越王城遗址最佳游览季,四季皆宜,,越王城遗址,comprehensive:seasonal:越王城遗址,comprehensive,2,seasonal_event,景点0050,越王城遗址
绍兴名人广场最佳游览季,四季皆宜,,绍兴名人广场,comprehensive:seasonal:绍兴名人广场,comprehensive,2,seasonal_event,景点0051,绍兴名人广场
绍兴环城河最佳游览季,四季皆宜,,绍兴环城河,comprehensive:seasonal:绍兴环城河,comprehensive,2,seasonal_event,景点0052,绍兴环城河
稽山公园最佳游览季,四季皆宜,,稽山公园,comprehensive:seasonal:稽山公园,comprehensive,2,seasonal_event,景点0053,稽山公园
绍兴市美术馆最佳游览季,四季皆宜,,绍兴市美术馆,comprehensive:seasonal:绍兴市美术馆,comprehensive,2,seasonal_event,展馆0122,绍兴市美术馆
绍兴大剧院最佳游览季,四季皆宜,,绍兴大剧院,comprehensive:seasonal:绍兴大剧院,comprehensive,2,seasonal_event,展馆0123,绍兴大剧院
上虞曹娥江最佳游览季,春秋,,上虞曹娥江,comprehensive:seasonal:上虞曹娥江,comprehensive,2,seasonal_event,景点0054,上虞曹娥江
新昌天烛仙境最佳游览季,夏秋,,新昌天烛仙境,comprehensive:seasonal:新昌天烛仙境,comprehensive,2,seasonal_event,景点0055,新昌天烛仙境
诸暨白塔湖最佳游览季,春秋,,诸暨白塔湖,comprehensive:seasonal:诸暨白塔湖,comprehensive,2,seasonal_event,景点0056,诸暨白塔湖
嵊州剡溪最佳游览季,春秋,,嵊州剡溪,comprehensive:seasonal:嵊州剡溪,comprehensive,2,seasonal_event,景点0057,嵊州剡溪
绍兴柯桥古镇最佳游览季,四季皆宜,,绍兴柯桥古镇,comprehensive:seasonal:绍兴柯桥古镇,comprehensive,2,seasonal_event,景点0058,绍兴柯桥古镇
上虞祝家庄最佳游览季,春秋,,上虞祝家庄,comprehensive:seasonal:上虞祝家庄,comprehensive,2,seasonal_event,景点0059,上虞祝家庄
诸暨东白湖最佳游览季,春秋,,诸暨东白湖,comprehensive:seasonal:诸暨东白湖,comprehensive,2,seasonal_event,景点0056,诸暨白塔湖
绍兴儿童公园最佳游览季,四季皆宜,,绍兴儿童公园,comprehensive:seasonal:绍兴儿童公园,comprehensive,2,seasonal_event,景点0060,绍兴儿童公园
绍兴镜湖乐园最佳游览季,夏,,绍兴镜湖乐园,comprehensive:seasonal:绍兴镜湖乐园,comprehensive,2,seasonal_event,景点0061,绍兴镜湖乐园
绍兴东方山水乐园最佳游览季,四季皆宜,,绍兴东方山水乐园,comprehensive:seasonal:绍兴东方山水乐园,comprehensive,2,seasonal_event,景点0062,绍兴东方山水乐园
新昌重阳宫最佳游览季,四季皆宜,,新昌重阳宫,comprehensive:seasonal:新昌重阳宫,comprehensive,2,seasonal_event,景点0063,新昌重阳宫
绍兴龙华寺最佳游览季,四季皆宜,,绍兴龙华寺,comprehensive:seasonal:绍兴龙华寺,comprehensive,2,seasonal_event,景点0064,绍兴龙华寺
诸暨斗岩最佳游览季,春秋,,诸暨斗岩,comprehensive:seasonal:诸暨斗岩,comprehensive,2,seasonal_event,景点0065,诸暨斗岩
嵊州南山湖最佳游览季,春秋,,嵊州南山湖,comprehensive:seasonal:嵊州南山湖,comprehensive,2,seasonal_event,景点0066,嵊州南山湖
绍兴越国文化博物馆最佳游览季,四季皆宜,,绍兴越国文化博物馆,comprehensive:seasonal:绍兴越国文化博物馆,comprehensive,2,seasonal_event,展馆0124,绍兴越国文化博物馆
绍兴气象博物馆最佳游览季,四季皆宜,,绍兴气象博物馆,comprehensive:seasonal:绍兴气象博物馆,comprehensive,2,seasonal_event,展馆0119,绍兴博物馆
绍兴市图书馆最佳游览季,四季皆宜,,绍兴市图书馆,comprehensive:seasonal:绍兴市图书馆,comprehensive,2,seasonal_event,展馆0125,绍兴市图书馆
绍兴古城墙遗址最佳游览季,四季皆宜,,绍兴古城墙遗址,comprehensive:seasonal:绍兴古城墙遗址,comprehensive,2,seasonal_event,景点0067,绍兴古城墙遗址
中国绍兴黄酒节,每年11月,开酿仪式、黄酒品鉴、酒道表演,,comprehensive:event:绍兴黄酒酿造技艺,comprehensive,3,seasonal_event,展馆0120,中国黄酒博物馆
中国越剧艺术节,每两年一届,汇聚全国越剧名家演出,,comprehensive:event:越剧,comprehensive,3,seasonal_event,,
公祭大禹陵典礼,每年清明节,国家级非遗，仪仗庄严隆重,,comprehensive:event:大禹祭典,comprehensive,3,seasonal_event,景点0007,大禹陵
祝福仪式,农历腊月廿三至除夕,绍兴特有年终祭祀，鲁迅小说祝福场景,,comprehensive:event:绍兴祝福仪式,comprehensive,3,seasonal_event,景点0098,绍兴祝福仪式
安昌水上婚礼,腊月风情节期间,安昌古镇水上婚礼表演，再现绍兴水乡传统婚俗,,comprehensive:event:绍兴水乡婚俗,comprehensive,3,seasonal_event,,
绍兴端午龙舟赛,农历五月初五,鉴湖和环城河举办龙舟赛配粽子黄酒共庆端午,,comprehensive:event:绍兴端午习俗,comprehensive,3,seasonal_event,景点0117,绍兴非遗·绍兴端午龙舟
社日,春秋两季,农村搭台唱社戏祭祀土地神鲁迅社戏描写场景,,comprehensive:event:绍兴社日习俗,comprehensive,3,seasonal_event,景点0111,绍兴社日习俗
绍兴端午龙舟赛,农历五月初五,鉴湖和环城河举办龙舟赛，百舸争流热闹非凡。,,comprehensive:event:绍兴非遗·绍兴端午龙舟,comprehensive,3,seasonal_event,景点0117,绍兴非遗·绍兴端午龙舟
立夏,每年5月5日前后,吃豌豆饭称体重，绍兴传统节气民俗。,,comprehensive:event:绍兴非遗·绍兴立夏习俗,comprehensive,3,seasonal_event,景点0118,绍兴非遗·绍兴立夏习俗
绍兴春季赏花指南,每年3-4月,宛委山樱花、吼山桃花、镜湖湿地油菜花、兰亭竹林新绿。春季是绍兴最美的季节，各处花开如海。,宛委山/吼山/镜湖/兰亭,comprehensive:event:spring_flowers,comprehensive,3,,景点0031,宛委山
绍兴秋季红叶观赏,每年10-11月,会稽山红叶、大香林桂花、天姥山秋色、鉴湖桂花节。秋季天高气爽，是绍兴最佳旅游季节。,会稽山/大香林/天姥山/鉴湖,comprehensive:event:autumn_leaves,comprehensive,3,,景点0019,天姥山
绍兴避暑胜地推荐,每年7-8月,东湖水洞（洞内温差约10℃）、百丈飞瀑峡谷、五泄风景区、新昌大佛寺山林。,东湖/百丈飞瀑/五泄/新昌大佛寺,comprehensive:event:summer_cool,comprehensive,3,,景点0024,百丈飞瀑
绍兴冬季温泉之旅,每年12-2月,绍兴温泉城、嵊州中翔温泉。冬季泡温泉暖身养生，搭配安昌古镇腊味美食一日游。,绍兴温泉城/安昌古镇,comprehensive:event:winter_hotspring,comprehensive,3,,,
绍兴佛教文化之旅,全年,新昌大佛寺（江南第一大佛）、会稽山兜率天宫（弥勒道场）、柯岩大佛（隋代石刻）。,新昌大佛寺/兜率天宫/柯岩,comprehensive:event:buddhist_tour,comprehensive,3,,,
绍兴唐诗之路,春秋季,天姥山（李白梦游）→镜湖（贺知章故里）→若耶溪→云门寺。追寻450余位唐代诗人足迹。,天姥山/镜湖/若耶溪,comprehensive:event:tang_poem_road,comprehensive,3,,景点0019,天姥山
绍兴摄影打卡地,全年,八字桥（古桥水乡经典画面）、仓桥直街（红灯笼夜景）、覆卮山梯田（春季油菜花）、东湖乌篷船。,八字桥/仓桥直街/覆卮山/东湖,comprehensive:event:photo_spots,comprehensive,3,,景点0012,仓桥直街
绍兴国庆黄金周推荐,每年10月1-7日,国庆期间绍兴各景区人流量大，建议提前预约。推荐错峰游：鲁迅故里（早8:30）、仓桥直街（晚上）。安昌古镇国庆客流较大建议工作日去。,全市,comprehensive:event:golden_week,comprehensive,3,,,
绍兴端午龙舟,农历五月初五,绍兴水乡端午有赛龙舟习俗，鉴湖、环城河等地举办龙舟赛。配粽子、黄酒共庆佳节。,鉴湖/环城河,comprehensive:event:dragon_boat,comprehensive,3,,景点0052,绍兴环城河
绍兴中秋赏月,农历八月十五,鉴湖泛舟赏月、沈园月下听曲、府山登高望月。配黄酒月饼共度中秋佳节。,鉴湖/沈园/府山,comprehensive:event:mid_autumn,comprehensive,3,,景点0002,沈园
,,,D1:鲁迅故里→沈园→书圣故里(晚)  D2:柯岩风景区(全天)→仓桥直街(晚)  D3:东湖→兰亭→安昌古镇,comprehensive:route:3day_deep,comprehensive,3,,景点0002,沈园
,,,覆卮山千年梯田→曹娥庙→中华孝德园,comprehensive:route:shangyu1day,comprehensive,3,,景点0021,覆卮山
,,,,,local_news,3,official_notice,,
,,臭豆腐、梅干菜扣肉、茴香豆、绍兴黄酒、醉鸡、酱鸭、霉苋菜梗、糟鸡、奶油小攀、次坞打面,,,weixin,1,local_food,,
,,,,xhs_static:绍兴特产买什么带回家,xiaohongshu,1,local_food,,
,,,,comprehensive:dish:茴香豆,comprehensive,2,local_food,,
,,,,comprehensive:dish:绍兴黄酒,comprehensive,2,local_food,景点0086,绍兴黄酒酿造技艺
,,,,comprehensive:dish:梅干菜扣肉,comprehensive,2,local_food,,
,,,,comprehensive:dish:醉蟹,comprehensive,2,local_food,美食0167,绍兴特产·醉蟹
,,,,comprehensive:dish:宋嫂鱼羹,comprehensive,2,local_food,,
,,,,comprehensive:dish:清汤越鸡,comprehensive,2,local_food,,
,,,,comprehensive:dish:干菜焖肉,comprehensive,2,local_food,,
,,,,comprehensive:dish:鉴湖鱼头,comprehensive,2,local_food,,
,,,,comprehensive:dish:花雕鸡,comprehensive,2,local_food,,
,,,,comprehensive:dish:绍兴三臭,comprehensive,2,local_food,,
,,,,comprehensive:dish:鉴湖河鲜,comprehensive,2,local_food,,
,,,,comprehensive:dish:花雕醉蟹,comprehensive,2,local_food,,
,,,,comprehensive:dish:花雕醉鸡,comprehensive,2,local_food,,
,,,,comprehensive:dish:酱鸭,comprehensive,2,local_food,美食0160,绍兴特产·酱鸭
,,,,comprehensive:dish:酒酿圆子,comprehensive,2,local_food,,
,,,,comprehensive:dish:酱鸭舌,comprehensive,2,local_food,,
,,,,comprehensive:dish:梅干菜河鳗,comprehensive,2,local_food,,
,,,,comprehensive:dish:兰亭醉鸡,comprehensive,2,local_food,美食0144,兰亭记
,,,,comprehensive:dish:书法豆腐,comprehensive,2,local_food,,
,,,,comprehensive:dish:曲水流觞宴,comprehensive,2,local_food,,
,,,,comprehensive:dish:生煎包,comprehensive,2,local_food,,
,,,,comprehensive:dish:片儿川,comprehensive,2,local_food,,
,,,,comprehensive:dish:小馄饨,comprehensive,2,local_food,,
,,,,comprehensive:dish:小笼包,comprehensive,2,local_food,,
,,,,comprehensive:dish:虾肉馄饨,comprehensive,2,local_food,,
,,,,comprehensive:dish:蟹粉小笼,comprehensive,2,local_food,,
,,,,comprehensive:dish:次坞打面,comprehensive,2,local_food,美食0145,诸暨次坞打面馆
,,,,comprehensive:dish:三鲜面,comprehensive,2,local_food,,
,,,,comprehensive:dish:嵊州小笼包,comprehensive,2,local_food,美食0134,嵊州小吃（鲁迅故里店）
,,,,comprehensive:dish:豆腐包,comprehensive,2,local_food,,
,,,,comprehensive:dish:炒年糕,comprehensive,2,local_food,美食0146,新昌炒年糕店
,,,,comprehensive:dish:三鲜打面,comprehensive,2,local_food,,
,,,,comprehensive:dish:大排打面,comprehensive,2,local_food,,
,,,,comprehensive:dish:新昌炒年糕,comprehensive,2,local_food,美食0146,新昌炒年糕店
,,,,comprehensive:dish:糟肉年糕,comprehensive,2,local_food,,
,,,,comprehensive:dish:青菜年糕,comprehensive,2,local_food,,
,,,,comprehensive:dish:臭豆腐,comprehensive,2,local_food,美食0135,王老汉臭豆腐
,,,,comprehensive:dish:萝卜丝饼,comprehensive,2,local_food,,
,,,,comprehensive:dish:虾饼,comprehensive,2,local_food,,
,,,,comprehensive:dish:油墩子,comprehensive,2,local_food,,
,,,,comprehensive:dish:炸年糕,comprehensive,2,local_food,,
,,,,comprehensive:dish:奶油小攀,comprehensive,2,local_food,美食0136,高老太奶油小攀
,,,,comprehensive:dish:黄酒奶茶,comprehensive,2,local_food,美食0138,绘璟轩·黄酒奶茶
,,,,comprehensive:dish:黄酒拿铁,comprehensive,2,local_food,,
,,,,comprehensive:dish:黄酒冰淇淋,comprehensive,2,local_food,,
,,,,comprehensive:dish:黄酒棒冰,comprehensive,2,local_food,,
,,,,comprehensive:dish:古越龙山黄酒,comprehensive,2,local_food,美食0173,古越龙山酒楼
,,,,comprehensive:dish:定制花雕,comprehensive,2,local_food,,
,,,,comprehensive:dish:黄酒巧克力,comprehensive,2,local_food,,
,,,,comprehensive:dish:母子酱油,comprehensive,2,local_food,美食0165,绍兴特产·母子酱油
,,,,comprehensive:dish:太油,comprehensive,2,local_food,,
,,,,comprehensive:dish:扯白糖,comprehensive,2,local_food,美食0142,安昌古镇陈记扯白糖
,,,,comprehensive:dish:姜糖,comprehensive,2,local_food,,
,,,,comprehensive:dish:花生糖,comprehensive,2,local_food,,
,,,,comprehensive:dish:安昌腊肠,comprehensive,2,local_food,美食0159,绍兴特产·安昌腊肠
,,,,comprehensive:dish:黄酒,comprehensive,2,local_food,景点0086,绍兴黄酒酿造技艺
,,,,comprehensive:dish:龙井茶,comprehensive,2,local_food,,
,,,,comprehensive:dish:桂花糕,comprehensive,2,local_food,,
,,,,comprehensive:dish:藕粉,comprehensive,2,local_food,,
,,,,comprehensive:dish:土鸡煲,comprehensive,2,local_food,,
,,,,comprehensive:dish:时蔬,comprehensive,2,local_food,,
,,,,comprehensive:dish:兰亭笋干,comprehensive,2,local_food,美食0144,兰亭记
,,,,comprehensive:dish:时令蔬菜,comprehensive,2,local_food,,
,,,,comprehensive:dish:笋干烧肉,comprehensive,2,local_food,,
,,,,comprehensive:dish:覆卮山土鸡,comprehensive,2,local_food,景点0021,覆卮山
,,,,comprehensive:dish:梯田时蔬,comprehensive,2,local_food,,
,,,,comprehensive:dish:野生河鱼,comprehensive,2,local_food,,
,,,,comprehensive:dish:梅干菜饼,comprehensive,2,local_food,,
,,,,comprehensive:dish:蒸腊肠,comprehensive,2,local_food,,
,,,,comprehensive:dish:腊肠饭,comprehensive,2,local_food,,
,,,,comprehensive:dish:花雕酒,comprehensive,2,local_food,美食0161,绍兴特产·花雕酒
,,,,comprehensive:dish:蒸双臭,comprehensive,2,local_food,,
,,,,comprehensive:dish:霉苋菜梗,comprehensive,2,local_food,美食0162,绍兴特产·霉苋菜梗
,,,,comprehensive:dish:蒸霉千张,comprehensive,2,local_food,,
,,,,comprehensive:dish:炸臭豆腐,comprehensive,2,local_food,美食0135,王老汉臭豆腐
,,,,comprehensive:dish:糟鸡,comprehensive,2,local_food,美食0166,绍兴特产·糟鸡
,,,,comprehensive:dish:糟鸡爪,comprehensive,2,local_food,,
,,,,comprehensive:dish:绍兴香糕,comprehensive,2,local_food,美食0168,绍兴特产·香糕
,,,,comprehensive:dish:炒榨面,comprehensive,2,local_food,,
,,,,comprehensive:dish:汤榨面,comprehensive,2,local_food,,
,,,,comprehensive:dish:霉千张,comprehensive,2,local_food,美食0163,绍兴特产·霉千张
,,,,comprehensive:dish:雪菜炒笋,comprehensive,2,local_food,,
,,,,comprehensive:dish:酱爆螺蛳,comprehensive,2,local_food,,
,,,,comprehensive:dish:香糕,comprehensive,2,local_food,美食0168,绍兴特产·香糕
,,,,comprehensive:dish:定胜糕,comprehensive,2,local_food,,
,,,,comprehensive:dish:黄酒炖蛋,comprehensive,2,local_food,,
,,,,comprehensive:dish:酒香肉,comprehensive,2,local_food,,
,,,,comprehensive:dish:各类小吃,comprehensive,2,local_food,,
,,,,comprehensive:dish:连锁餐饮,comprehensive,2,local_food,,
,,,,comprehensive:dish:绍东家,comprehensive,2,local_food,美食0140,绍东家
,,,,comprehensive:dish:日料,comprehensive,2,local_food,,
,,,,comprehensive:dish:韩式烤肉,comprehensive,2,local_food,,
,,,,comprehensive:dish:大排面,comprehensive,2,local_food,,
,,,,comprehensive:dish:咸豆浆,comprehensive,2,local_food,,
,,,,comprehensive:dish:油条,comprehensive,2,local_food,,
,,,,comprehensive:dish:粢饭团,comprehensive,2,local_food,,
,,,,comprehensive:dish:西施豆腐,comprehensive,2,local_food,,
,,,,comprehensive:dish:诸暨蒸三鲜,comprehensive,2,local_food,美食0178,诸暨蒸菜馆
,,,,comprehensive:dish:新昌春饼,comprehensive,2,local_food,,
,,,,comprehensive:dish:米海茶,comprehensive,2,local_food,,
,,,,comprehensive:dish:上虞土鸡煲,comprehensive,2,local_food,,
,,,,comprehensive:dish:榨面,comprehensive,2,local_food,美食0169,绍兴特产·嵊州榨面
,,,,comprehensive:dish:笋干菜烧肉,comprehensive,2,local_food,,
,,,,comprehensive:dish:醉枣,comprehensive,2,local_food,,
,,,,comprehensive:shop:renchang,comprehensive,2,local_food,美食0141,安昌古镇仁昌酱园
,,,,comprehensive:shop:guyuelongshan,comprehensive,2,local_food,美食0148,古越龙山体验馆
,,,,comprehensive:shop:huangjiuwenchuang,comprehensive,2,local_food,美食0137,黄酒博物馆文创店
,,,,comprehensive:shop:dingdaxing,comprehensive,2,local_food,美食0172,丁大兴糕点
,,,,comprehensive:shop:chenji,comprehensive,2,local_food,美食0142,安昌古镇陈记扯白糖
,,,,comprehensive:shop:lachang,comprehensive,2,local_food,美食0182,安昌古镇·腊味铺
,,,,comprehensive:shop:shuhua,comprehensive,2,local_food,美食0183,绍兴书画社
,,,,comprehensive:shop:zhubian,comprehensive,2,local_food,美食0184,嵊州竹编工艺馆
,,,,comprehensive:shop:yueyao,comprehensive,2,local_food,美食0185,越窑青瓷工作室
,,,,comprehensive:shop:techan,comprehensive,2,local_food,美食0186,绍兴特产总汇
,,,,comprehensive:shop:xiangfei,comprehensive,2,local_food,美食0187,会稽山·香榧专卖
,,,,comprehensive:shop:shanzi,comprehensive,2,local_food,美食0188,书圣故里·扇子铺
,,,,comprehensive:shop:huadiao,comprehensive,2,local_food,美食0189,绍兴花雕酒坊
,,,,comprehensive:shop:tongdiao,comprehensive,2,local_food,美食0190,绍兴铜雕工作室
,,,,comprehensive:shop:shengzhou,comprehensive,2,local_food,美食0191,嵊州越乡特产店
,,,,comprehensive:shop:feiyi,comprehensive,2,local_food,美食0192,绍兴非遗馆·文创店
绍兴冬季温泉之旅,每年12-2月,绍兴温泉城、嵊州中翔温泉。冬季泡温泉暖身养生，搭配安昌古镇腊味美食一日游。,绍兴温泉城/安昌古镇,comprehensive:event:winter_hotspring,comprehensive,3,,,
绍兴水乡古镇游,全年（秋冬最佳）,安昌古镇（原生态水乡年味）、崇仁古镇（越剧文化）、东浦古镇（黄酒小镇）。,安昌古镇/崇仁古镇/东浦古镇,comprehensive:event:water_town,comprehensive,3,,景点0025,崇仁古镇
绍兴黄酒文化体验,全年（11月黄酒节最热）,黄酒博物馆→古越龙山体验馆→安昌仁昌酱园→咸亨酒店品酒。了解七千年黄酒文化。,黄酒博物馆/安昌古镇,comprehensive:event:huangjiu_tour,comprehensive,3,,展馆0120,中国黄酒博物馆
绍兴端午龙舟,农历五月初五,绍兴水乡端午有赛龙舟习俗，鉴湖、环城河等地举办龙舟赛。配粽子、黄酒共庆佳节。,鉴湖/环城河,comprehensive:event:dragon_boat,comprehensive,3,,景点0052,绍兴环城河
绍兴中秋赏月,农历八月十五,鉴湖泛舟赏月、沈园月下听曲、府山登高望月。配黄酒月饼共度中秋佳节。,鉴湖/沈园/府山,comprehensive:event:mid_autumn,comprehensive,3,,景点0002,沈园
,,,同心楼(生煎)→鲁迅故里(王老汉臭豆腐)→咸亨酒店(午餐)→高老太奶油小攀→寻宝记(晚餐)→绘璟轩(黄酒奶茶),comprehensive:route:food1day,comprehensive,2,,景点0069,咸亨酒店(住宿部)
,,,D1:鲁迅故里+沈园+仓桥直街  D2:柯岩+鉴湖+鲁镇  D3:兰亭+东湖+书圣故里  D4:新昌大佛寺+穿岩十九峰  D5:安昌古镇+黄酒博物馆,comprehensive:route:5day_full,comprehensive,3,,景点0002,沈园
