entity_id,名称,实体类型,分类,地址,行政区,纬度,经度,开放时间,门票价格,门票数值,游玩时长(分钟),评分,评论数,标签,简介,交通,图片URL,保护级别,适宜季节,热度分数,数据质量,信任等级,来源列表,来源数量,关联内容数
景点0088,绍兴中秋习俗,景点,景点,,,,,,,,,0,0,,鉴湖泛舟赏月和沈园月下听曲是特色。,,,,,0,0.5,3,comprehensive,1,0
景点0089,绍兴重阳习俗,景点,景点,,,,,,,,,0,0,,登会稽山和府山。菊花酒用黄酒浸泡菊花制成。,,,,,0,0.5,3,comprehensive,1,0
景点0090,越窑青瓷烧制技艺,景点,景点,,,,,,,,,0,0,,以类玉似冰的釉色著称。唐代陆龟蒙赞九秋风露越窑开夺得千峰翠色来。,,,,,0,0.5,3,comprehensive,1,0
景点0091,绍兴石桥营造技艺,景点,景点,,,,,,,,,0,0,,含梁桥拱桥八字桥等多种形式，选石雕凿架设等技艺。,,,,,0,0.5,3,comprehensive,1,0
景点0092,绍兴水乡船歌,景点,景点,,,,,,,,,0,0,,以绍兴方言演唱，内容多为水乡生活和爱情故事。,,,,,0,0.5,3,comprehensive,1,0
景点0093,绍兴社日习俗,景点,景点,,,,,,,,,0,0,,搭台唱戏祭祀土地神聚餐。农村最热闹的传统节日。,,,,,0,0.5,3,comprehensive,1,1
景点0094,绍兴剪纸,景点,景点,,,,,,,,,0,0,,题材多为水乡风光戏曲人物花鸟鱼虫。线条细腻造型生动。,,,,,0,0.5,3,comprehensive,1,0
景点0095,绍兴香榧文化,景点,景点,,,,,,,,,0,0,,香榧是特产坚果。千年香榧林在稽东镇最老香榧树1500余年。,,,,,0,0.5,3,comprehensive,1,0
景点0096,绍兴非遗·绍兴酱文化,景点,景点,,,,,,,,,0,0,,绍兴母子酱油是独特酿造工艺。以酱油代水酿造而成，色泽深褐味道醇厚。是中国酱文化的活化石。,,,,,0,0.5,3,comprehensive,1,0
景点0097,绍兴非遗·绍兴年糕制作,景点,景点,,,,,,,,,0,0,,绍兴年糕以水磨年糕最为著名。口感软糯Q弹，可炒可煮可煎。春节家家必备。,,,,,0,0.5,3,comprehensive,1,0
景点0098,绍兴非遗·绍兴腐乳,景点,景点,,,,,,,,,0,0,,绍兴腐乳以色泽红润、质地细腻、咸甜适口著称。是绍兴人餐桌必备佐餐小菜。,,,,,0,0.5,3,comprehensive,3,0
景点0099,绍兴非遗·绍兴端午龙舟,景点,景点,,,,,,,,,0,0,,绍兴龙舟赛不仅是体育竞技更是水乡民俗。端午节期间鉴湖上百舸争流。,,,,,0,0.5,3,comprehensive,1,2
景点0100,绍兴非遗·绍兴立夏习俗,景点,景点,,,,,,,,,0,0,,立夏是夏季第一个节气。绍兴人吃豌豆糯米饭、称小孩体重，寓意健康成长。,,,,,0,0.5,3,comprehensive,2,1
展馆0101,绍兴博物馆,展馆,展馆,绍兴市越城区偏门直街75号,越城区,29.9952,120.5718,09:00-16:30(周一闭馆),免费,,,4.0,6800.0,免费|博物馆|历史文化|展览|气象|科普|越文化,绍兴博物馆成立于1992年，是绍兴最大的综合性博物馆。馆藏文物3万余件，以越文化文物为特色。 馆藏越王勾践剑复制品、越窑青瓷精品、徐渭书画真迹等，系统展示绍兴7000年文明史。,公交2/5路至城市广场站,https://image.baidu.com/search?word=%E7%BB%8D%E5%85%B4%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BB%8D%E5%85%B4,国家二级博物馆,四季皆宜,0,0.5,3,comprehensive,6,4
展馆0102,中国黄酒博物馆,展馆,展馆,绍兴市越城区下大路557号,越城区,30.0038,120.5722,09:00-16:30,30元,,,4.3,5700.0,体验|博物馆|特色|非遗|黄酒文化,绍兴黄酒酿造史可追溯至7000年前的河姆渡文化时期。《吕氏春秋》记载越王勾践以酒奖励生育。 绍兴黄酒以鉴湖水、糯米、麦曲为原料，经浸米、蒸饭、落缸、开耙、压榨、煎酒、封坛等工序。花雕酒坛上的彩绘是独特工艺。,公交1/5路,https://image.baidu.com/search?word=%E4%B8%AD%E5%9B%BD%E9%BB%84%E9%85%92%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BB%8D%E5%85%B4,国家级非物质文化遗产,四季皆宜,0,0.5,3,comprehensive,3,3
展馆0103,绍兴科技馆,展馆,展馆,绍兴市越城区人民东路,越城区,29.997,120.592,09:00-16:30(周一闭馆),免费,,,4.0,2200.0,亲子|免费|科技馆|科普,绍兴科技馆是集科普教育、互动体验于一体的现代化科技馆。有机器人、VR体验、4D影院等，适合亲子游。,公交1/2路,https://image.baidu.com/search?word=%E7%BB%8D%E5%85%B4%E7%A7%91%E6%8A%80%E9%A6%86%E7%BB%8D%E5%85%B4,,四季皆宜,0,0.5,3,comprehensive,3,2
展馆0104,绍兴市美术馆,展馆,展馆,绍兴市越城区人民西路,越城区,,,09:00-16:30(周一闭馆),免费,,,3.9,1200.0,书画|免费|展览|美术馆,绍兴是书画之乡，孕育了王羲之、徐渭、陈洪绶等书画大家。 馆藏徐渭、陈洪绶、赵之谦等绍兴籍书画家作品。,公交1/2路,,,四季皆宜,0,0.5,3,comprehensive,3,2
展馆0105,绍兴大剧院,展馆,展馆,绍兴市越城区解放北路,越城区,,,按演出时间,按演出定价,,,4.0,1800.0,剧院|文化|演出|越剧,绍兴大剧院是绍兴最大的演出场所，定期上演越剧、话剧、音乐会等。建筑外观现代，是绍兴文化地标之一。,公交1/2路,,,四季皆宜,0,0.5,3,comprehensive,3,2
展馆0106,绍兴越国文化博物馆,展馆,展馆,绍兴市越城区鲁迅中路,越城区,,,09:00-16:30,免费,,,3.9,600.0,免费|博物馆|考古|越国文化,越国为春秋五霸之一，都城在绍兴。博物馆集中展示越国考古成果。 馆藏越王勾践剑复制品和大量越国文物。,步行从鲁迅故里可达,,,四季皆宜,0,0.5,3,comprehensive,3,2
展馆0107,绍兴市图书馆,展馆,展馆,绍兴市越城区延安路,越城区,,,09:00-20:30(周一闭馆),免费,,,4.0,900.0,免费|图书馆|学习|文化,绍兴市图书馆是绍兴最大的公共图书馆。有古籍阅览室和绍兴地方文献专区，是研究绍兴文化的好去处。,公交1/2路,,,四季皆宜,0,0.5,3,comprehensive,3,2
美食0108,咸亨酒店,美食店铺,美食店铺,越城区鲁迅中路179号,,,,,,,,0,0,,创建于清光绪二十年（1894年），因鲁迅小说《孔乙己》闻名天下。店内有'孔乙己欠十九文钱'的趣味招牌，是来绍兴必打卡的文化餐厅。,,,,,0,0.5,2,dianping_static|comprehensive,3,0
美食0109,寻宝记绍兴菜,美食店铺,美食店铺,越城区仓桥直街114号,,,,,,,,0,0,,位于仓桥直街核心位置，以新派绍兴菜见长。装修古色古香，将传统绍兴菜与现代口味结合，常年排队。,,,,,0,0.5,2,dianping_static,1,0
美食0110,状元楼,美食店铺,美食店铺,越城区胜利西路,,,,,,,,0,0,,绍兴老牌酒楼，以传统绍兴菜见长。清汤越鸡选用本地越鸡，汤清味醇，是绍兴十大名菜之一。,,,,,0,0.5,2,dianping_static,1,0
美食0111,孔乙己酒家,美食店铺,美食店铺,越城区鲁迅中路273号,,,,,,,,0,0,,鲁迅主题绍兴菜馆，店内随处可见《孔乙己》元素。'多乎哉？不多也'的茴香豆是每桌必点。,,,,,0,0.5,2,dianping_static,1,0
美食0112,绍兴饭店,美食店铺,美食店铺,越城区环山路8号,,,,,,,,0,0,,绍兴最老牌的高端酒店，位于府山脚下，园林式建筑。接待过众多中外政要，是体验正宗绍兴官府菜的首选。,,,,,0,0.5,2,dianping_static,1,0
美食0113,同心楼,美食店铺,美食店铺,越城区解放北路430号,,,,,,,,0,0,,绍兴百年老店，以面点小吃闻名。生煎包底脆肉鲜，是绍兴人从小吃到大的味道。每天清晨排长队。,,,,,0,0.5,2,dianping_static,1,0
美食0114,仓桥阿丘面馆,美食店铺,美食店铺,越城区仓桥直街,,,,,,,,0,0,,仓桥直街巷子里的地道面馆。次坞打面是诸暨特色，手工打制，面条劲道有嚼劲。,,,,,0,0.5,2,dianping_static,1,0
美食0115,荣禄春,美食店铺,美食店铺,越城区解放北路,,,,,,,,0,0,,始于清同治年间，以绍兴小笼包闻名。皮薄馅大，汤汁鲜美，是本地人的心头好。,,,,,0,0.5,2,dianping_static,1,0
美食0116,嵊州小吃（鲁迅故里店）,美食店铺,美食店铺,越城区鲁迅中路鲁迅故里景区附近,,,,,,,,0,0,,嵊州是浙江小吃之乡。豆腐包用嫩豆腐做馅，一咬爆汁。炒年糕不是炒的而是带汤的，是嵊州独有吃法。,,,,,0,0.5,2,dianping_static,1,1
美食0117,王老汉臭豆腐,美食店铺,美食店铺,越城区鲁迅中路,,,,,,,,0,0,,绍兴臭豆腐的代表摊位，外酥里嫩，配上甜酱和辣酱，是逛鲁迅故里时必吃的街头美食。,,,,,0,0.5,2,dianping_static,1,2
美食0118,高老太奶油小攀,美食店铺,美食店铺,越城区新建南路,,,,,,,,0,0,,奶油小攀是绍兴独有的传统甜品，类似蛋挞但口感更绵密。高老太是公认最正宗的，开了三十多年。,,,,,0,0.5,2,dianping_static,1,1
美食0119,黄酒博物馆文创店,美食店铺,美食店铺,越城区下大路557号,,,,,,,,0,0,,中国黄酒博物馆附设商店，可品酒购酒。从三年陈到三十年陈应有尽有，还有黄酒棒冰、黄酒奶茶等文创产品。,,,,,0,0.5,2,dianping_static,1,0
美食0120,绘璟轩·黄酒奶茶,美食店铺,美食店铺,越城区仓桥直街,,,,,,,,0,0,,绍兴黄酒新喝法的代表店铺。黄酒+奶茶的跨界组合意外好喝，酒香与奶香融合，是年轻人的打卡圣地。,,,,,0,0.5,2,dianping_static,1,1
美食0121,柒舍小院,美食店铺,美食店铺,越城区西小路,,,,,,,,0,0,,隐藏在巷弄里的文艺私房菜馆，小院环境雅致。需提前预约，菜品精致有创意。,,,,,0,0.5,2,dianping_static,1,0
美食0122,绍东家,美食店铺,美食店铺,越城区世茂广场,,,,,,,,0,0,,绍兴本地连锁品牌，菜品标准化，环境干净现代。适合不习惯苍蝇馆子的游客，味道正宗。,,,,,0,0.5,2,dianping_static,1,1
美食0123,安昌古镇仁昌酱园,美食店铺,美食店铺,柯桥区安昌古镇内,,,,,,,,0,0,,创建于清光绪十八年（1892年），至今仍用传统工艺晒制酱油。园区免费参观，可购买手工酱油和酱货。,,,,,0,0.5,2,dianping_static,1,0
美食0124,安昌古镇陈记扯白糖,美食店铺,美食店铺,柯桥区安昌古镇老街,,,,,,,,0,0,,扯白糖是绍兴非遗技艺。师傅现场拉制，将滚烫糖浆反复拉扯至银白色，切成小块，甜而不腻。,,,,,0,0.5,2,dianping_static,1,1
美食0125,柯桥越乡小吃街,美食店铺,美食店铺,柯桥区万达广场附近,,,,,,,,0,0,,柯桥区小吃集中地，各类绍兴特色小吃一应俱全，适合一站式品尝。,,,,,0,0.5,2,dianping_static,1,0
美食0126,兰亭记,美食店铺,美食店铺,柯桥区兰亭景区附近,,,,,,,,0,0,,兰亭景区旁的书法主题餐厅，每道菜都与书法文化相关。书法豆腐上用墨鱼汁写着'兰亭'二字。,,,,,0,0.5,2,comprehensive,1,2
美食0127,诸暨次坞打面馆,美食店铺,美食店铺,越城区人民中路,,,,,,,,0,0,,次坞打面是非遗技艺，用竹杠反复打压面团使其劲道。入口弹牙、汤头鲜美，是诸暨第一面。,,,,,0,0.5,2,comprehensive,1,1
美食0128,新昌炒年糕店,美食店铺,美食店铺,新昌县城,,,,,,,,0,0,,新昌炒年糕带汤，用冬笋、雪菜、肉丝同炒后加水煮，年糕软糯汤汁鲜美。,,,,,0,0.5,2,comprehensive,1,2
美食0129,老台门臭豆腐,美食店铺,美食店铺,越城区书圣故里,,,,,,,,0,0,,书圣故里附近的老牌臭豆腐摊，据说有30多年历史。臭豆腐外酥里嫩酱料是秘制的。,,,,,0,0.5,2,comprehensive,1,0
美食0130,古越龙山体验馆,美食店铺,美食店铺,越城区北海街道,,,,,,,,0,0,,绍兴黄酒龙头企业古越龙山的体验馆。可参观酿酒过程，品尝不同年份黄酒，定制专属花雕酒坛。,,,,,0,0.5,2,comprehensive,1,0
美食0131,安昌古镇宝麟酒家,美食店铺,美食店铺,柯桥区安昌古镇老街,,,,,,,,0,0,,安昌古镇老街上的人气餐馆，以安昌腊味和本地绍兴菜为主。腊肠蒸饭是招牌。,,,,,0,0.5,2,comprehensive,1,0
美食0132,仓桥直街夜市小吃,美食店铺,美食店铺,越城区仓桥直街,,,,,,,,0,0,,仓桥直街夜市汇聚绍兴各类小吃，晚上红灯笼亮起氛围绝佳。适合晚饭后边逛边吃。,,,,,0,0.5,2,comprehensive,1,0
美食0133,鲁迅故里小吃街,美食店铺,美食店铺,越城区鲁迅中路,,,,,,,,0,0,,鲁迅故里景区周边小吃街，汇聚绍兴经典小吃。游客最集中的美食区域。,,,,,0,0.5,2,comprehensive,1,0
美食0134,东湖乌篷船码头茶馆,美食店铺,美食店铺,越城区东湖风景区内,,,,,,,,0,0,,东湖景区内的茶馆，可一边品茶一边欣赏东湖山水。桂花糕是季节限定。,,,,,0,0.5,2,comprehensive,1,0
美食0135,沈园茶馆,美食店铺,美食店铺,越城区沈园景区内,,,,,,,,0,0,,沈园内的茶馆，坐在宋代园林中品茶别有意境。可听到不远处越剧堂会的袅袅唱腔。,,,,,0,0.5,2,comprehensive,1,0
美食0136,大禹陵农家乐,美食店铺,美食店铺,越城区大禹陵景区附近,,,,,,,,0,0,,大禹陵周边的农家乐，以本地土鸡和鉴湖河鲜为主。土鸡煲是每桌必点。,,,,,0,0.5,2,comprehensive,1,0
美食0137,兰亭农家菜馆,美食店铺,美食店铺,柯桥区兰亭景区附近,,,,,,,,0,0,,兰亭景区附近的农家菜，春季笋干最鲜美。环境简朴但食材新鲜地道。,,,,,0,0.5,2,comprehensive,1,0
美食0138,新昌农家乐,美食店铺,美食店铺,新昌县穿岩十九峰附近,,,,,,,,0,0,,穿岩十九峰周边的农家乐。新昌炒年糕是必吃的，配上一碗土鸡汤完美补给登山消耗。,,,,,0,0.5,2,comprehensive,1,0
美食0139,上虞农家乐,美食店铺,美食店铺,上虞区覆卮山附近,,,,,,,,0,0,,覆卮山周边农家乐。油菜花季时坐在梯田边吃饭景色绝佳。,,,,,0,0.5,2,comprehensive,1,0
美食0140,绍兴特产·梅干菜,美食店铺,美食店铺,各土特产店有售,,,,,,,,0,0,,绍兴梅干菜色泽乌黑、香气浓郁。以芥菜腌制晒干而成，是做梅干菜扣肉的必备食材。,,,,,0,0.5,2,comprehensive,2,0
美食0141,绍兴特产·安昌腊肠,美食店铺,美食店铺,柯桥区安昌古镇,,,,,,,,0,0,,安昌腊肠选用猪后腿肉灌制，用酱油、黄酒、白糖腌制后风干。蒸熟切片即可食用，香气扑鼻。,,,,,0,0.5,2,comprehensive,1,2
美食0142,绍兴特产·酱鸭,美食店铺,美食店铺,各土特产店有售,,,,,,,,0,0,,绍兴酱鸭用母子酱油腌制后风干，肉质紧实酱香浓郁。是过年必备的年货。,,,,,0,0.5,2,comprehensive,1,1
美食0143,绍兴特产·花雕酒,美食店铺,美食店铺,各酒庄有售,,,,,,,,0,0,,花雕酒是绍兴黄酒中的精品，酒坛上有精美彩绘。陈年花雕酒色如琥珀，温润醇厚。,,,,,0,0.5,2,comprehensive,1,1
美食0144,绍兴特产·霉苋菜梗,美食店铺,美食店铺,各菜市场有售,,,,,,,,0,0,,绍兴三臭之一。苋菜梗发酵后产生特殊风味，爱的人爱死、怕的人怕死。配豆腐同蒸为'蒸双臭'。,,,,,0,0.5,2,comprehensive,1,1
美食0145,绍兴特产·霉千张,美食店铺,美食店铺,各菜市场有售,,,,,,,,0,0,,绍兴三臭之二。千张（豆腐皮）发酵后产生浓郁风味。蒸后口感绵软，是绍兴人最爱的下饭菜。,,,,,0,0.5,2,comprehensive,1,1
美食0146,绍兴特产·臭豆腐,美食店铺,美食店铺,街头随处可见,,,,,,,,0,0,,绍兴三臭之三。苋菜梗卤水浸泡豆腐后油炸至金黄。外酥里嫩，蘸甜酱和辣酱吃。,,,,,0,0.5,2,comprehensive,1,0
美食0147,绍兴特产·母子酱油,美食店铺,美食店铺,柯桥区安昌仁昌酱园,,,,,,,,0,0,,绍兴独有酱油。以酱油代水酿造而成（'母'酱油酿'子'酱油），色泽深褐味道醇厚。,,,,,0,0.5,2,comprehensive,1,1
美食0148,绍兴特产·糟鸡,美食店铺,美食店铺,各卤味店有售,,,,,,,,0,0,,绍兴糟货代表。鸡肉用酒糟腌制后肉质紧实、酒香浓郁。是绍兴人过年必备冷盘。,,,,,0,0.5,2,comprehensive,1,1
美食0149,绍兴特产·醉蟹,美食店铺,美食店铺,各餐厅有售,,,,,,,,0,0,,用花雕酒和酱油腌制大闸蟹。蟹黄与酒香融合，是绍兴秋冬季节的极品美味。,,,,,0,0.5,2,comprehensive,2,1
美食0150,绍兴特产·香糕,美食店铺,美食店铺,各糕点店有售,,,,,,,,0,0,,绍兴传统糕点，以米粉、白糖、桂花为原料烘烤制成。酥脆香甜，是伴手礼佳选。,,,,,0,0.5,2,comprehensive,1,2
美食0151,绍兴特产·嵊州榨面,美食店铺,美食店铺,嵊州各特产店,,,,,,,,0,0,,嵊州传统米面，细如发丝。炒或煮汤皆可，口感爽滑。是嵊州家家户户必备的主食。,,,,,0,0.5,2,comprehensive,1,1
美食0152,绍兴土菜馆,美食店铺,美食店铺,越城区鲁迅中路,,,,,,,,0,0,,以绍兴三臭闻名的本地菜馆。霉苋菜梗蒸豆腐是招牌。体验地道绍兴味的好去处。,,,,,0,0.5,2,comprehensive,1,0
美食0153,府山脚下土菜馆,美食店铺,美食店铺,越城区府山公园附近,,,,,,,,0,0,,府山公园旁的本地土菜馆，游客少本地人多。越鸡是绍兴本地鸡种，清汤炖制肉质鲜嫩。,,,,,0,0.5,2,comprehensive,1,0
美食0154,丁大兴糕点,美食店铺,美食店铺,越城区解放南路,,,,,,,,0,0,,绍兴老字号糕点店，桂花糕和香糕最受欢迎。伴手礼首选。,,,,,0,0.5,2,comprehensive,1,0
美食0155,古越龙山酒楼,美食店铺,美食店铺,越城区北海街道,,,,,,,,0,0,,古越龙山旗下的黄酒主题餐厅。每道菜都以黄酒入菜，酒香与菜香完美融合。,,,,,0,0.5,2,comprehensive,1,1
美食0156,银泰城美食广场,美食店铺,美食店铺,越城区解放南路银泰城,,,,,,,,0,0,,绍兴市中心最大的购物中心美食广场，汇集绍兴小吃和全国连锁餐饮品牌。,,,,,0,0.5,2,comprehensive,1,0
美食0157,世茂美食街,美食店铺,美食店铺,越城区世茂广场,,,,,,,,0,0,,绍兴世茂商圈的美食聚集区，从本地绍兴菜到日韩料理应有尽有。,,,,,0,0.5,2,comprehensive,1,0
美食0158,阿二面馆,美食店铺,美食店铺,越城区人民中路,,,,,,,,0,0,,绍兴本地人爱吃的老面馆。片儿川雪菜笋片肉丝浇头鲜美。,,,,,0,0.5,2,comprehensive,1,0
美食0159,老绍兴早点铺,美食店铺,美食店铺,越城区解放北路,,,,,,,,0,0,,绍兴传统早餐铺。咸豆浆配油条是正宗绍兴吃法。粢饭团裹油条和榨菜是绍兴人从小吃到大的早餐。,,,,,0,0.5,2,comprehensive,1,0
美食0160,诸暨蒸菜馆,美食店铺,美食店铺,诸暨市市区,,,,,,,,0,0,,诸暨特色蒸菜馆。西施豆腐是诸暨名菜，嫩豆腐配虾仁火腿蒸制鲜香滑嫩。,,,,,0,0.5,2,comprehensive,1,1
美食0161,新昌特色小吃店,美食店铺,美食店铺,新昌县人民中路,,,,,,,,0,0,,新昌特色小吃。春饼薄如纸包着豆芽肉丝炸至金黄。米海茶是新昌传统饮品。,,,,,0,0.5,2,comprehensive,1,0
美食0162,上虞农家大院,美食店铺,美食店铺,上虞区市区,,,,,,,,0,0,,上虞区知名农家菜馆。土鸡煲用本地散养土鸡慢炖数小时，汤浓味鲜。,,,,,0,0.5,2,comprehensive,1,0
美食0163,嵊州越乡小吃城,美食店铺,美食店铺,嵊州市市区,,,,,,,,0,0,,嵊州小吃一站式体验。小笼包皮薄馅大豆腐包一咬爆汁。炒年糕带汤是嵊州独有吃法。,,,,,0,0.5,2,comprehensive,1,0
